user_id,industries,resume functions,languages,educations,experiences,projects,Resume Basic Info,preferred locations
7d8d0880646c1c9ffce77cf23b4b6e92d3fac3fa40f451d2c850f9bfc277f345,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
47729aa701362dfa3ae1481472718fa87c06790cec85e12593495248b9307e47,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
df308660b9fb87d7aa61a12158f2fc961414ee8c9634773abc80f7e003fd38a9,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
38c13da1016c006e0081d19df2c994c1c56881779ad08ffc57a4995785bb3a4c,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
6e121d75bafac93a90dce58e7b58210c6ace8fc8eaea4936e9fba7cf9faa114e,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
11e441a5317b610c660dddcb571033b423f2d9f657ed388d5972f87ce875aeec,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
0b1ddc584a609194ee073192fe30e4d4cffac58733c262d6396677d6eb22a8ee,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
da6b81c3d9d71466f3729a58f95111c89eec4026698fd87e494f4e47debe7fa3,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
612e5dbe9f52398c45f735c957481879f7ee5055b4012ab0abcbe861426e4a09,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
1b04d55811ac71f4435b917d2139f764f5f7f9936b42c35547dcd9b569578424,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
81b1092cc6297fe9171c6f3933a098c7c83c146acf603d0fb0814c964214e2f0,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
202042835bf10ea0f6c67bba2b82d3154657c04484b235fb94513575b2f7742e,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
1cdfbe23ad8a8a97dc566712f20c5d02dc9b404f48c7625967f3fabb3b8aebe4,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
66c2be4f13acc8e87447b42eaf809b543a6658f5a4b99c4a02ffd97e7000198b,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
e2244216772e5d3785b99dbcf84adafe6a98ef96f2ac379d45601a2cb368cef9,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
793b1e5d8013856ac3fb3a608a04530369a91d689ca7e2332487e22b1f2380eb,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
5b0f02752e23b387d860046b765e88ca625e3ddab667c8fcafbadf6b4b4bd2ba,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
fe4559fb39033d72082fe6d0917ca3a17e06131ca197aa4c0bc8c8f6f98a9129,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
ef007562326f1edbabde97434f4f962bd8090776839dce7e462f28867b4ad89b,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
7c6f04ecdf9c3854bb0cdb785621ceb9a1eaa6df371b19fdb589b8b868fb9c78,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
f628ba42c48494f0e5593e3bf9f6999e9ba8a3bdecd6fff78d64b8a674326c68,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
ddb704698ddcfb84d15f54c75022397af15cecf384a71a73d985ba5421ec07c6,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
68fe694e35725d0f9eeee036b726c7486bb3c66e025d980123850aeeffa25daf,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
289ed369dc933c2744b9bc965cb61de72538bd24548f70c93fbbc51e4b36df21,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
0007bc232dcbb9e27fba74acdddc3bbd76bf01f34367d73856062391dc32bae5,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
dc4dfa265df0e9e046155f24fba6fe1d5f16b52a65609fd7047a20eacdf5e444,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
22753aa68292e52da4526b66f0ccb901342defa35ad3cf4a2d8cc55da2e154e5,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
993cd27c6c28ffe35632d4158862fe5f3d80c81293e2227e067017fd27efba85,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
f07e7ea6944d272014edf018f8abe7e8503942e9b5eb8318be07121b58c3a299,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
e4e408a6a07d71243daf5902b2fd0e6b5c1780ca617f843e126529801eab96f1,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
32c0981bbc29ed2e0d4d5d31e79351744a14978f48f054bd359f543ec7cae5cd,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
ffa4d9e0b5493d08fcdc1528ddc71c466a793e2fd22a01889d97fcb7b9ab4ce0,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
76a78cedb8c2d8e54c9eb86ca40c49fb3f31a5b08cd52bb8161d02c5662d9c0b,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
436c5d48be7f480b5950c93cbc9df6cafb630e85d5413024e0b6e132c1652f97,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
0831124641505fabdec585f818aa5f8caebfc49c6c531eb04c98fd88bbb83c81,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
f9864adaf6ebaa80eb02f73307d27de3cde3209941b55a5aa406e0cf8d8c29f2,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
2bab0ba10d824e63dd166ac10352710d8ea7997c73893f48b92ebf91a2828024,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
3ee4ef8f472b4e8c8707ffd0fe75bce50f1649ac5cfc08277ca9dda0b1e7a589,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
00296fe206d7702a5e049396bf9b785c65a3c61f7a8a09c5b02e357c4b5b83d4,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
04a8cf02875256d4ab2c154e6a1f345b365a2ef2433655685b08e6185df3683f,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
26e54f30dba5f21255651b618251fa71042f0fc19b3fe80854a94b2c383269f1,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
57e06ed11991f9121a18cdb35d38044b084c8d6394217593a746513cf1fb674a,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
04689785e403110e1d09aa4bf231ce3e5a9a3a1db697f49f5966133dd350ce10,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
9520036d52f4df58add45763fd2261c394906264cd310afdc238e495969bd3cb,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
a310cc4588f8e0d42a964fa21e60a0c693ff274e553e17da6ae27bd7724fc8d8,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
cb896a3f40349d0305b08ba4aebfaaaaad3ec9e7d7d7827befb88eac12b4745a,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
a3652e8c2acff9688c413b660a2ed668fc4111e768f5c1589447ec7ed3af0fc1,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
f904a9f62ef927c75333657b5560e84ec9fc9ec5fb415f0330e54ccef1a3ae63,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
1de6bed75ab895f45744e279b12e3e5200311368212ebbbc2e95a5f81ece7811,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
3454ee47f62d2051437abb279c5020872f0ca6c2b554bfc1580877df46f12c7e,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
9db42bc5eb63159c259f74abaea0774316db0ff8012042917b1d48459c735fd7,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
810ab0dca8795f1c7dd4ce17773b8795260095251658c9ac8fb132903cab6bf6,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
4b50211cde6f2c2a198918527b469f9de540fbdda9b7eecf7f270549767f3032,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
0acd11fb016b874e179b28792dbe43b329b340bff9fdcb73f9bb454270a43c8f,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
a77334d96118092c8a170d3c44736a50158f84620222e449c20c071b27e3f64f,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
375cf4f192cdfee5bf3a07fbf31061a84817561e23c5b693a7129e8a06bf3197,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
d577df2ac661b5e22750cdf043555b0abd30ac0c160c54ab0744e4b5c60fc3f0,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
e94198dd52a098b7e5ad0a0e523cb89fd3b8ce5a2037a0c37695d677474e9afa,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
4ef927f810ea88b9cedda8a8e2817f6a71a86cc592bec3dd5c35613fe4131d18,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
2050d62b302ac123d82fb0195b6baa48ee5d9622216a062163b3984f217d544f,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
6515b128097e7060fdfa4442e2de2c345cfde7e8dfdd03be6ba378358ef469b9,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
727cb4344c6970ac39420547cf43e9a5b9a508b1bb170afca9e01f31b28048d5,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
f4c6535256c5ea846e1eedc5d476c7a4076ce12ebcf3d9bd1286039cf18922d2,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
b558421243f0e51a6f94d02318bc96a6a0f067503737393ca6feeb3dfa589737,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
d703303b47c4fef5216a1ff977c48ab2e52a0c64750902e1f80bb5b73a86e812,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
d30ad718f14dfd8f7ef3676ee57f970ba223e4cace7fef4787059eb53a2db28d,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
b06657cefcfe60080a26882cce0bbd3749e3983e876f7ee29fb49836d4d4051f,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
d00cf66d02d8a7f02d272e377d33ea5e30e04fd80a8ca1936f6111846d2aec90,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
d3bdba11abd82fba07805e5345ba8d254b1e92fb4bfecf455c4f075c59cf1efd,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
4cc87c48ed9e335aa19c6b7e7e304c41d6944d12a6d999350abc42c77120c856,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
0cbb3e95d08572053fda77a085c28d828f80e7528d39123968b9653afc0d2c53,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
977f75b3589f92bf16539bb3489f128684b29c6c1415d8da0a1808678300f7db,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
627d9dc938b7e73cf5c3c609a955e7b368f0bc76da27975342243794b51b1ee0,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
5211ca4765bd0d11ae911a47ca7861543a5563cde2a9ed11aaacd0b3e4c93d0c,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
a38824be7d176a985e6513290034159618265ca1e330d7942e087c7e77f485d6,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
56812f292a0f5e7fee691e415d7dcab7d79153c48119aac06910a6019070b409,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
b716ea2a3873195a5a75042bfd18c46576e44f676d7ae223c6bd188849c9d071,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
fef94577e55aae7c956706409adcb0053705ab7fe21d76bc3a55f39d9b78e73d,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
5ed5ba11aae7e23dfac468b750fc3cb1f9a5f3107e430b4c94dc238e4432d5a8,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
36f4f5f3aaa903ac45c401273e420c5e0b7b55be4fc30b5aa354333d480681d2,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
75410ff0c3129fae03d26b478137b2602c9624e6556c5b4056867577ec7ada21,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
49b5a2e3aabe3837598a74b3612be2047ef61730e956d86b79700b4cce254b26,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
3a4b08be00514d4a7915f16305c49f57e37cf9220cb12020f1cdde4b9d274038,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
e341103020069296380e5befc2b03ceb8fde54857cfc7b4a0fc912093d80cd1e,[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]],[[dummy_text]]
